,Age_08_04,KM,HP,Automatic,Doors,Quarterly_Tax,Mfr_Guarantee,Guarantee_Period,Airco,Automatic_airco,CD_Player,Powered_Windows,Sport_Model,Tow_Bar,Fuel_Type_Diesel,Fuel_Type_Petrol
154,13,13178,110,0,5,85,1,3,1,1,0,1,1,0,0,1
602,52,31000,97,0,3,69,0,3,0,0,0,0,0,1,0,1
724,62,88000,86,0,3,69,0,3,1,0,0,1,0,1,0,1
820,59,70218,110,0,3,69,1,3,0,0,0,1,0,1,0,1
942,57,54000,110,0,5,85,0,6,1,0,0,0,0,0,0,1
188,40,179860,90,0,5,210,0,3,1,0,1,1,0,0,1,0
189,43,178858,110,0,3,197,0,3,0,0,0,0,0,0,0,0
929,57,55844,86,0,5,69,0,3,1,0,0,1,0,1,0,1
950,67,52800,86,0,3,69,0,3,0,0,0,1,1,1,0,1
242,43,58277,110,0,3,69,0,3,1,0,0,1,0,0,0,1
1276,75,74096,110,0,3,69,0,3,0,0,1,1,1,0,0,1
731,62,85000,110,0,3,69,0,6,1,0,0,0,0,1,0,1
1364,74,58454,86,0,3,69,0,3,0,0,0,1,1,1,0,1
1368,70,57829,110,0,3,19,0,3,1,1,0,1,0,0,0,1
351,42,27141,97,0,5,85,1,3,0,0,0,0,0,0,0,1
41,27,44068,97,0,3,85,1,3,1,0,1,1,1,0,0,1
940,61,54125,110,0,5,69,0,6,0,0,0,1,0,1,0,1
1408,80,44444,110,0,3,69,1,3,1,0,1,1,1,0,0,1
99,18,23902,97,0,3,85,1,3,1,0,1,1,1,0,0,1
490,47,60348,110,0,4,69,1,3,0,0,0,1,0,0,0,1
774,68,77695,110,0,4,69,1,3,0,0,0,0,0,1,0,1
735,62,84549,110,0,5,85,0,3,1,0,0,1,0,0,0,1
1154,80,100123,110,0,3,69,1,3,0,0,0,0,0,0,0,1
1149,74,100732,86,1,4,69,0,3,0,0,0,0,0,1,0,1
1401,71,47633,110,0,5,85,0,3,1,0,0,1,0,1,0,1
614,64,150585,110,0,3,85,0,3,1,0,0,1,1,0,0,1
208,41,84312,110,0,5,85,0,3,1,0,0,1,0,0,0,1
83,31,16238,110,1,5,100,1,3,1,1,1,1,1,0,0,1
827,67,69000,110,0,3,85,0,3,0,0,0,1,1,0,0,1
250,33,55350,110,0,5,85,1,3,1,0,1,0,0,0,0,1
76,31,25266,110,0,5,85,1,3,1,1,1,1,1,0,0,1
228,42,64564,110,0,5,85,1,3,1,0,1,1,0,0,0,1
453,52,73000,110,0,3,85,0,3,1,0,0,1,0,0,0,1
1003,62,39000,110,0,5,85,1,3,1,0,0,1,0,0,0,1
1032,60,28500,110,0,5,85,0,3,1,0,0,1,0,0,0,1
520,54,50000,97,0,3,69,0,3,0,0,0,0,0,1,0,1
1026,60,31480,110,0,3,85,0,3,1,0,0,1,0,0,0,1
1430,80,23000,86,0,3,69,0,3,0,0,0,0,1,0,0,1
868,65,63000,86,1,5,85,1,3,0,0,0,1,0,0,0,1
478,54,63135,110,0,3,69,1,3,1,0,0,1,0,1,0,1
1173,79,95000,86,0,5,69,1,3,0,0,0,0,1,0,0,1
419,55,94122,86,0,3,69,0,3,0,0,0,1,1,1,0,1
