,Age_08_04,KM,HP,Automatic,Doors,Quarterly_Tax,Mfr_Guarantee,Guarantee_Period,Airco,Automatic_airco,CD_Player,Powered_Windows,Sport_Model,Tow_Bar,Fuel_Type_Diesel,Fuel_Type_Petrol
773,67,77821,110,0,5,85,1,3,1,0,0,1,0,1,0,1
66,28,30993,110,0,5,85,1,3,1,1,1,1,1,0,0,1
953,66,52383,86,0,3,69,0,3,0,0,0,0,1,0,0,1
31,22,35199,97,0,3,85,1,3,1,0,1,1,1,1,0,1
828,68,68865,110,0,3,85,0,3,1,0,0,1,1,0,0,1
1103,74,123077,86,0,3,69,0,3,0,0,0,0,1,0,0,1
28,28,44142,110,0,3,85,1,3,1,1,0,1,1,0,0,1
294,42,42560,110,0,5,85,1,3,1,0,1,1,0,0,0,1
1181,80,92830,86,0,3,69,0,3,0,0,0,0,0,0,0,1
113,8,13253,116,0,5,234,0,3,1,1,1,1,0,0,1,0
245,39,56001,110,0,5,85,1,3,1,0,0,1,0,1,0,1
415,55,97234,110,0,5,85,0,3,1,0,0,1,0,0,0,1
769,68,78521,86,0,3,69,0,3,0,0,0,0,1,0,0,1
161,17,10000,110,0,5,85,0,12,1,0,0,1,1,0,0,1
678,68,102494,110,0,5,85,1,3,1,0,0,1,0,1,0,1
411,52,99323,110,0,3,85,1,3,1,0,1,1,0,0,0,1
1124,80,110887,110,0,3,85,0,3,0,0,0,1,0,0,0,1
38,32,25329,97,0,3,85,1,3,1,0,1,1,1,0,0,1
943,58,54000,86,0,5,69,0,3,0,0,0,0,1,0,0,1
1334,71,64000,110,0,5,85,0,3,0,0,0,0,0,1,0,1
1,23,72937,90,0,3,210,0,3,1,0,1,0,0,0,1,0
247,39,55678,110,0,4,69,1,3,1,0,1,1,0,1,0,1
1317,76,67266,86,0,5,69,0,3,0,0,0,0,1,0,0,1
665,63,109230,110,0,3,69,1,3,0,0,0,0,1,0,0,1
1362,70,59017,107,1,3,85,1,3,1,0,0,1,1,1,0,1
1071,70,151300,72,0,5,185,0,3,0,0,0,0,1,1,1,0
1313,74,68285,110,0,3,69,1,3,0,0,0,1,1,0,0,1
92,16,34472,90,0,3,234,0,3,1,1,1,1,0,0,1,0
381,54,174139,72,0,4,185,0,3,0,0,0,0,0,1,1,0
114,7,10000,116,0,5,234,0,3,1,0,1,1,1,0,1,0
1044,73,232940,72,0,5,40,0,3,1,0,0,0,0,0,1,0
254,39,53644,110,0,5,19,0,3,0,0,0,0,0,0,0,1
429,50,83106,110,0,5,85,1,3,1,0,1,0,0,1,0,1
588,48,28656,97,0,3,19,0,3,1,1,0,0,0,0,0,1
178,8,5000,110,0,5,85,0,3,1,1,0,1,1,0,0,1
877,58,62024,110,0,5,85,0,3,1,0,0,1,0,0,0,1
389,54,138394,69,0,4,185,0,3,1,0,1,0,0,0,1,0
132,19,29441,97,0,5,85,0,3,1,0,1,1,1,0,0,1
1029,58,30634,110,0,5,85,1,3,1,0,0,1,0,1,0,1
1353,80,60476,110,0,5,19,0,3,1,1,0,1,0,0,0,1
570,45,36000,110,1,3,85,1,3,0,0,0,0,0,0,0,1
289,43,43632,110,0,5,85,0,3,0,0,0,0,0,1,0,1
246,42,55968,110,0,3,69,1,3,1,0,0,0,1,0,0,1
864,68,64000,110,0,5,85,0,6,1,0,0,1,0,1,0,1
775,65,77500,110,0,3,69,1,3,0,0,0,0,1,0,0,1
552,49,41636,110,0,5,19,0,12,1,0,0,1,0,1,0,1
89,19,50005,110,0,3,234,1,3,1,1,1,1,1,0,1,0
192,44,131273,69,0,5,64,0,3,1,0,0,1,0,0,1,0
957,61,51235,86,0,4,69,0,3,0,0,0,0,0,1,0,1
1411,76,43532,110,0,5,85,1,3,0,0,0,0,0,0,0,1
1045,79,218118,72,0,5,185,0,3,0,0,0,0,0,1,1,0
436,47,78785,110,0,5,197,1,3,0,0,0,0,0,1,0,0
930,61,55747,86,0,3,69,0,3,1,0,0,1,0,0,0,1
1174,80,94447,110,0,3,69,0,3,0,0,0,1,1,0,0,1
651,68,115071,110,0,3,85,0,3,1,0,1,1,0,1,0,1
892,57,61000,110,0,3,69,1,3,0,0,0,0,1,0,0,1
146,20,20000,110,1,5,100,0,3,1,0,1,1,0,0,0,1
118,20,63000,90,0,5,234,0,3,1,0,1,1,1,0,1,0
969,62,47750,86,0,5,69,0,3,1,0,0,1,0,0,0,1
1377,73,56307,110,0,3,69,1,3,1,0,0,1,1,0,0,1
533,52,47689,110,0,5,85,1,3,0,0,0,0,0,0,0,1
862,67,64613,110,0,5,85,1,3,1,0,0,0,1,1,0,1
802,64,73500,110,0,3,69,0,3,0,0,0,0,0,0,0,1
941,61,54000,110,0,3,85,1,3,1,0,0,1,0,1,0,1
1023,65,33000,110,0,3,69,0,3,0,0,0,0,0,0,0,1
1033,57,28000,86,0,3,69,0,3,0,0,0,1,1,0,0,1
26,27,34545,110,0,3,85,1,3,1,1,1,1,0,0,0,1
676,63,103400,110,0,5,85,0,3,1,0,0,1,0,1,0,1
14,32,34131,192,0,3,100,1,3,1,1,1,1,1,0,0,1
500,51,57645,110,0,5,85,0,3,1,0,0,1,0,0,0,1
887,62,61149,86,0,5,69,1,3,1,0,0,1,0,1,0,1
82,25,17003,97,0,5,85,0,3,0,0,1,0,1,0,0,1
1342,77,62285,110,0,5,85,1,3,1,0,0,1,0,1,0,1
1206,73,87358,110,0,3,69,1,3,0,0,0,1,1,0,0,1
1147,75,101159,110,0,5,85,0,3,0,0,0,1,1,0,0,1
600,47,5309,110,1,3,85,0,3,1,0,0,0,0,1,0,1
875,68,62222,110,0,5,85,0,3,1,0,0,1,0,0,0,1
273,34,48011,110,0,4,69,1,3,1,0,0,1,0,0,0,1
684,68,101001,110,0,5,85,1,3,1,0,0,1,0,0,0,1
1074,69,146304,72,0,3,185,0,3,0,0,0,0,1,0,1,0
466,46,68414,97,0,3,69,1,3,0,0,1,1,0,0,0,1
1319,70,67100,110,0,5,85,0,3,1,0,0,1,0,0,0,1
1254,78,77000,110,0,3,69,0,3,0,0,0,1,0,1,0,1
662,61,110853,110,0,5,85,0,3,0,0,0,0,1,0,0,1
447,49,74656,69,0,3,185,1,3,0,0,0,0,0,0,1,0
371,35,18000,110,0,5,85,1,3,1,0,0,1,0,1,0,1
557,54,40325,86,0,5,69,0,3,1,0,0,1,0,0,0,1
854,57,65000,110,0,4,69,0,3,0,0,0,0,0,0,0,1
1011,63,36923,86,0,5,69,0,3,0,0,0,0,1,0,0,1
271,38,48197,110,0,5,85,1,3,0,0,0,0,0,0,0,1
605,68,194545,86,0,4,69,0,3,0,0,0,0,0,0,0,1
449,49,74494,110,0,5,85,1,3,0,0,1,0,0,1,0,1
1226,80,84000,110,0,5,85,0,3,1,0,0,1,0,0,0,1
523,49,49568,110,0,3,19,0,3,1,1,0,0,0,0,0,1
214,33,78108,90,0,3,210,1,3,1,0,0,1,0,0,1,0
344,33,28715,110,0,5,85,1,3,1,0,0,1,0,1,0,1
838,59,67010,110,0,3,85,1,3,1,0,0,1,0,1,0,1
1250,77,78435,86,0,3,69,0,3,0,0,0,0,0,0,0,1
147,13,19988,110,0,5,85,1,3,1,1,1,1,1,0,0,1
1290,78,72000,110,0,4,69,1,3,1,0,0,1,0,1,0,1
1086,77,131307,110,0,3,69,0,3,0,0,0,0,1,0,0,1
723,61,88127,86,0,3,69,1,3,0,0,0,0,1,0,0,1
412,48,98100,69,0,5,185,0,3,1,0,0,0,0,0,1,0
688,59,98658,86,0,3,69,0,3,1,0,0,1,0,0,0,1
1284,70,73014,110,0,5,85,0,3,1,0,0,1,0,1,0,1
783,65,76155,110,0,4,69,0,3,0,0,0,0,0,1,0,1
342,42,29640,110,0,3,85,1,3,1,0,1,1,1,0,0,1
747,65,81192,110,0,3,85,1,3,1,0,0,1,1,0,0,1
173,8,10000,97,0,5,85,0,3,1,0,1,1,1,0,0,1
1182,80,92255,107,1,5,85,1,3,0,0,0,1,0,0,0,1
377,43,10000,97,0,5,85,0,6,0,0,0,0,0,0,0,1
1429,78,24000,86,1,5,85,1,12,0,0,0,0,0,1,0,1
738,67,83560,86,0,3,69,1,3,0,0,0,1,1,1,0,1
305,41,39439,97,0,5,85,1,3,0,0,0,0,0,0,0,1
543,50,46000,97,0,3,69,1,3,0,0,1,0,0,0,0,1
1158,72,99245,110,0,5,19,0,3,0,0,0,1,0,0,0,1
987,61,44597,86,0,3,19,0,3,0,0,0,0,0,0,0,1
18,24,25563,110,0,3,19,0,3,1,1,1,1,0,0,0,1
285,39,45081,110,0,5,85,1,3,1,0,1,1,0,0,0,1
221,44,74172,110,0,5,163,1,3,1,0,1,1,0,0,0,1
992,68,43000,110,0,5,69,0,6,0,0,0,0,0,0,0,1
22,28,56349,110,0,3,85,0,3,1,1,1,1,1,1,0,1
1136,77,105152,86,0,3,69,0,3,0,0,0,0,1,0,0,1
116,8,10841,90,0,5,234,0,3,1,1,1,1,0,0,1,0
968,63,48738,110,0,5,85,0,12,1,0,0,1,0,1,0,1
406,51,103018,69,0,5,185,0,3,0,0,0,0,0,1,1,0
361,35,24011,97,0,3,69,1,3,0,0,0,0,0,0,0,1
95,17,30351,90,0,3,234,0,3,1,1,1,1,0,0,1,0
1178,72,93066,110,0,5,85,0,3,0,0,0,1,0,1,0,1
261,39,50873,110,0,5,85,1,3,0,0,1,0,0,0,0,1
1179,79,93039,110,0,3,69,0,3,0,0,0,1,0,0,0,1
1153,75,100192,110,0,3,69,1,3,1,0,1,1,0,0,0,1
608,65,176184,72,0,3,185,0,3,1,0,0,0,0,0,1,0
179,6,3000,110,0,5,85,1,3,1,1,1,1,0,0,0,1
102,13,18000,71,0,3,85,0,12,1,0,0,1,0,0,0,1
574,49,34890,97,0,3,69,1,3,0,0,1,0,0,0,0,1
716,60,89576,110,0,4,69,0,12,1,0,0,0,0,1,0,1
985,61,45000,107,1,3,85,0,3,1,0,0,1,0,1,0,1
563,51,38403,110,0,3,85,0,3,0,0,0,1,0,0,0,1
184,1,1,98,0,4,19,0,36,1,0,1,1,0,0,0,1
467,56,66777,110,0,5,85,1,3,1,0,0,1,0,1,0,1
380,53,176000,69,0,3,185,0,3,1,0,0,0,0,0,1,0
903,65,59000,110,0,5,19,0,12,1,0,0,0,0,1,0,1
603,58,205000,72,0,4,185,0,3,0,0,0,0,0,0,1,0
71,32,29198,97,0,5,85,1,3,1,0,1,1,0,0,0,1
1358,76,59815,110,0,3,85,0,6,1,0,0,1,0,1,0,1
396,53,117913,69,0,5,64,0,3,1,0,1,1,0,0,1,0
874,65,62225,110,0,3,69,0,12,0,0,0,0,0,1,0,1
1038,66,22835,110,0,3,69,1,3,0,0,0,1,0,0,0,1
923,67,57000,110,0,3,69,0,3,0,0,0,0,1,0,0,1
346,40,28362,110,0,3,69,0,3,1,0,1,1,0,1,0,1
990,60,43426,110,0,5,85,1,3,0,0,0,0,0,1,0,1
1421,78,36000,86,1,3,69,0,3,0,0,0,0,0,0,0,1
29,30,11090,110,0,3,85,1,3,1,1,1,1,1,0,0,1
1366,80,58267,110,0,5,85,0,6,0,0,0,1,0,0,0,1
796,60,74337,86,0,5,69,0,3,0,0,0,0,1,0,0,1
39,27,27500,97,0,3,85,1,3,0,0,0,0,1,0,0,1
504,48,56675,97,0,3,69,0,3,0,0,1,1,0,0,0,1
157,11,12500,110,0,5,85,1,3,1,0,1,1,0,0,0,1
932,60,55085,107,1,5,85,1,3,1,0,0,1,0,1,0,1
658,68,112116,110,0,5,85,1,3,0,0,0,1,1,0,0,1
733,68,84976,110,0,4,69,1,3,0,0,0,1,0,1,0,1
635,68,125000,72,0,3,185,0,3,0,0,1,0,1,0,1,0
1268,69,75000,86,0,4,69,1,12,0,0,0,0,0,0,0,1
1081,80,137178,90,0,5,185,0,6,0,0,0,1,0,1,1,0
1356,77,60000,110,0,3,69,0,3,0,0,1,1,1,0,0,1
394,50,126110,110,0,3,85,0,3,0,0,0,1,0,0,0,1
52,26,56000,110,1,5,100,1,3,1,1,1,1,1,0,0,1
988,68,44458,86,0,3,69,1,3,0,0,0,0,0,0,0,1
1144,77,102000,86,0,3,69,1,3,0,0,0,0,0,0,0,1
359,41,24475,110,0,5,69,0,12,1,0,0,0,0,0,0,1
1014,65,36000,110,0,3,85,1,3,1,0,0,1,1,0,0,1
402,56,113997,72,0,5,64,0,3,0,0,0,0,0,0,1,0
989,59,43818,110,0,5,85,0,3,1,0,0,0,0,1,0,1
421,53,90200,97,0,3,69,0,3,0,0,1,0,0,0,0,1
448,56,74500,97,0,3,69,0,3,0,0,0,0,0,0,0,1
677,63,102807,86,0,5,85,0,3,1,0,0,1,0,0,0,1
284,41,45287,110,0,5,85,0,3,0,0,1,0,0,1,0,1
592,47,26221,97,0,3,69,0,3,0,0,0,1,0,1,0,1
227,34,65345,97,0,5,85,1,3,1,0,1,1,0,1,0,1
959,61,50925,110,0,5,85,1,3,0,0,0,0,0,1,0,1
353,38,26000,97,0,5,85,1,3,1,0,0,1,0,0,0,1
822,65,70068,110,0,5,85,1,3,1,0,0,1,0,1,0,1
963,62,50000,110,0,5,85,0,3,1,0,1,1,0,0,0,1
771,65,78076,86,0,3,69,1,3,0,0,0,0,0,0,0,1
835,67,67762,110,0,3,85,0,3,0,0,0,1,1,0,0,1
9,23,71138,69,0,3,185,0,3,1,0,0,0,0,0,1,0
1249,78,78689,110,0,4,69,0,3,0,0,0,0,0,0,0,1
939,60,54554,110,0,3,85,1,3,1,0,0,1,1,0,0,1
30,29,9750,97,0,3,19,1,12,0,0,0,0,0,0,0,1
1279,75,74000,86,0,3,69,0,3,0,0,0,0,1,0,0,1
691,61,97648,110,0,3,85,1,3,1,0,0,1,1,1,0,1
1297,79,71263,86,0,3,69,0,6,0,0,1,0,0,0,0,1
1264,79,75322,110,0,4,85,0,6,0,0,0,0,0,1,0,1
334,34,32431,97,0,5,85,1,3,1,0,1,1,0,0,0,1
873,68,62292,110,0,3,85,0,3,0,0,0,1,0,0,0,1
805,58,73172,110,0,5,85,0,3,1,0,0,1,0,0,0,1
462,46,69574,97,0,5,85,1,3,1,0,0,1,0,0,0,1
7,30,75889,90,0,3,210,1,3,1,0,1,1,0,0,1,0
517,56,52000,97,0,3,69,0,3,0,0,0,0,0,0,0,1
197,39,108847,90,0,5,210,0,3,1,0,0,1,0,1,1,0
296,44,41499,110,0,5,197,1,3,0,0,0,0,0,0,0,0
392,49,131364,110,0,5,85,0,3,0,0,0,1,0,0,0,1
1054,78,180378,72,0,4,185,0,3,1,0,0,1,0,0,1,0
1420,76,36537,110,1,4,85,0,3,0,0,0,0,0,0,0,1
122,14,40010,110,0,5,85,1,3,0,0,1,1,0,0,0,1
378,53,216000,69,0,3,185,0,3,1,0,0,1,0,0,1,0
1274,80,74196,110,0,5,85,0,3,1,0,1,1,0,1,0,1
1059,77,170000,72,0,4,185,0,3,0,0,0,0,0,1,1,0
162,9,7650,110,0,5,85,0,3,1,0,0,1,1,0,0,1
124,17,36012,110,0,5,85,1,3,1,1,0,1,1,0,0,1
551,52,41700,97,0,3,69,1,3,0,0,0,1,0,1,0,1
4,30,38500,90,0,3,210,1,3,1,0,0,1,0,0,1,0
915,62,58000,110,0,3,85,1,3,1,0,0,1,1,1,0,1
958,65,51000,86,0,3,69,0,3,0,0,0,1,0,0,0,1
1227,78,84000,110,0,5,19,0,3,1,0,0,0,0,1,0,1
611,67,155500,110,0,5,69,0,6,0,0,0,1,0,1,0,1
287,37,44757,97,0,3,69,0,3,1,0,0,0,0,0,0,1
956,58,51421,110,1,5,85,0,6,0,0,0,1,0,0,0,1
1428,72,26000,86,0,3,69,0,3,0,0,0,0,1,0,0,1
1087,74,130025,110,0,3,69,0,3,0,0,0,0,1,0,0,1
908,66,58654,110,0,5,85,1,3,0,0,0,0,0,0,0,1
506,53,55500,110,0,4,69,1,12,1,0,0,1,0,1,0,1
356,39,24723,110,1,4,85,1,3,0,0,1,0,0,0,0,1
352,38,26262,110,0,5,85,0,3,1,0,1,1,0,0,0,1
844,65,66000,86,0,3,69,1,3,0,0,0,1,1,0,0,1
836,68,67146,110,0,5,85,0,3,1,0,0,1,0,1,0,1
946,65,53053,110,0,5,85,0,3,1,0,1,1,0,0,0,1
667,67,108793,110,0,4,69,1,3,0,0,0,1,0,1,0,1
886,59,61166,110,0,3,69,0,3,1,0,0,1,0,0,0,1
1201,72,88500,110,0,5,85,0,3,1,0,0,1,0,1,0,1
333,40,32532,110,0,3,69,1,3,0,0,1,0,0,0,0,1
153,12,13634,110,0,5,85,1,3,1,0,1,1,1,0,0,1
787,68,75000,110,0,5,85,0,3,1,0,0,1,0,0,0,1
501,47,57500,110,0,4,19,0,3,1,1,0,1,0,0,0,1
721,62,88667,110,0,4,69,1,3,1,0,0,1,0,0,0,1
373,33,16512,97,0,5,19,0,3,1,0,1,1,0,0,0,1
590,48,26938,110,0,3,69,0,12,0,0,1,1,0,0,0,1
312,42,38078,97,0,3,69,0,3,0,0,0,0,0,0,0,1
42,22,46961,97,0,3,85,1,3,0,0,0,0,1,0,0,1
1116,78,115000,107,1,5,85,0,3,1,0,0,0,1,1,0,1
645,68,117955,110,1,4,85,1,3,1,0,0,0,0,0,0,1
1223,76,84472,110,0,5,85,1,3,0,0,0,0,0,1,0,1
971,68,47500,86,0,5,69,1,3,0,0,0,1,0,0,0,1
1257,73,76151,86,0,3,69,0,3,0,0,0,0,1,0,0,1
522,53,49969,110,0,5,85,0,3,1,0,0,1,0,1,0,1
1165,73,97085,110,0,5,85,1,3,0,0,0,0,0,1,0,1
762,67,79858,110,0,4,69,1,3,1,0,0,1,0,0,0,1
1357,76,60000,110,0,3,69,1,3,0,0,0,0,1,0,0,1
1078,71,139145,73,0,2,185,0,6,0,0,0,0,0,1,1,0
704,65,93408,86,0,3,69,0,3,0,0,0,0,1,0,0,1
1199,69,89096,110,0,5,85,0,3,0,0,0,0,1,0,0,1
1285,77,72703,110,0,3,69,0,3,0,0,0,0,1,0,0,1
944,57,54000,110,0,3,19,0,3,1,0,0,1,0,1,0,1
168,12,5000,110,0,5,85,1,3,1,1,1,1,1,0,0,1
360,39,24444,110,0,3,69,1,3,0,0,0,0,0,1,0,1
1018,57,35000,86,0,5,69,1,3,1,0,0,1,1,0,0,1
1416,79,40093,110,0,5,19,0,6,0,0,0,0,0,0,0,1
743,61,82115,110,0,3,85,0,3,1,0,0,1,0,1,0,1
272,35,48052,69,0,3,185,1,3,1,0,0,0,0,0,1,0
519,50,50400,110,0,5,85,1,3,1,0,0,1,0,0,0,1
814,60,70954,110,0,3,69,0,3,0,0,0,0,1,0,0,1
818,62,70500,110,0,5,69,1,12,0,0,0,1,0,1,0,1
734,65,84558,110,0,5,19,0,12,1,0,0,1,0,0,0,1
1349,70,61000,110,0,4,69,0,3,0,0,0,1,0,1,0,1
1260,72,75840,86,0,5,69,0,3,0,0,0,0,1,0,0,1
1296,79,71359,110,0,3,69,1,3,1,0,0,0,1,0,0,1
1418,73,39168,86,0,3,69,1,3,0,0,0,0,1,0,0,1
128,17,33740,97,0,5,85,0,3,1,1,0,1,1,0,0,1
998,64,41200,110,0,5,85,0,6,0,0,0,0,0,0,0,1
1351,70,60600,86,0,3,85,0,3,0,0,0,0,0,0,0,1
544,50,45900,110,0,5,85,1,3,0,0,0,1,0,1,0,1
379,51,198167,69,0,4,185,0,3,1,0,0,1,0,0,1,0
203,35,91456,69,0,3,185,0,3,1,0,0,1,0,0,1,0
343,41,29056,97,0,5,85,1,3,1,0,1,1,0,1,0,1
1230,80,83540,110,0,5,85,1,12,0,0,0,0,0,1,0,1
1335,80,64000,110,0,3,85,0,3,0,0,0,1,0,0,0,1
518,48,50967,97,0,5,85,1,3,0,0,0,0,0,0,0,1
488,56,61000,110,0,3,69,1,3,0,0,0,1,0,0,0,1
1409,75,43720,110,0,5,85,0,3,0,0,0,0,1,1,0,1
917,63,57413,107,1,5,85,1,3,0,0,0,0,1,0,0,1
232,42,61300,97,0,3,69,1,3,1,0,1,1,0,0,0,1
794,60,74720,110,0,5,85,1,3,1,0,0,1,1,1,0,1
1346,75,61626,86,0,5,69,0,6,0,0,0,0,0,0,0,1
514,56,52448,97,0,3,69,1,3,0,0,1,0,0,0,0,1
1419,75,38945,110,0,3,69,1,3,1,0,0,1,0,0,0,1
511,51,53408,110,0,5,85,0,12,1,0,0,1,0,0,0,1
112,8,13253,116,0,5,234,0,3,1,1,1,1,0,0,1,0
1373,75,57144,110,0,5,85,1,3,0,0,0,0,1,1,0,1
217,41,75697,97,0,3,69,1,3,0,0,0,0,0,0,0,1
499,53,57948,97,0,3,69,0,3,0,0,1,0,0,0,0,1
1404,77,45507,110,0,3,69,0,3,1,0,0,1,1,1,0,1
934,65,55000,86,0,3,69,0,6,0,0,0,0,0,0,0,1
225,38,67805,110,0,5,85,1,3,1,0,1,0,0,0,0,1
1042,67,15535,86,1,4,69,0,3,0,0,0,0,0,1,0,1
1229,75,83850,110,0,3,85,0,3,1,0,0,1,0,0,0,1
1330,71,65021,72,0,3,185,0,3,0,0,0,0,0,1,1,0
397,47,117430,90,0,3,210,0,3,0,0,1,0,0,0,1,0
540,47,46391,110,0,5,85,0,12,0,0,0,0,0,0,0,1
328,35,33258,110,0,5,85,1,3,1,0,1,1,0,1,0,1
795,62,74457,110,0,5,85,0,3,1,0,0,1,0,0,0,1
848,65,65513,110,1,4,85,0,3,1,0,0,1,0,0,0,1
1382,69,53809,110,0,3,69,0,3,0,0,0,0,1,0,0,1
93,20,33329,97,0,3,85,0,3,1,0,1,1,1,0,0,1
213,40,78425,110,0,5,85,0,3,0,0,1,0,0,1,0,1
770,64,78356,86,0,3,69,1,3,0,0,0,0,1,1,0,1
337,41,30989,110,0,3,69,0,3,1,0,1,1,0,0,0,1
803,64,73376,110,0,5,85,1,3,1,0,0,1,0,0,0,1
212,34,78677,110,1,5,85,0,3,1,0,1,1,0,1,0,1
618,64,144000,110,0,3,72,0,3,1,0,0,1,0,0,0,0
36,25,25000,97,0,3,85,0,3,1,0,1,1,1,0,0,1
105,19,13748,97,0,3,85,1,3,1,0,1,1,0,0,0,1
362,41,24000,97,0,3,69,0,3,0,0,1,0,0,0,0,1
850,68,65400,86,0,4,69,0,3,0,0,0,1,0,1,0,1
756,65,80153,110,0,5,85,1,3,1,0,0,0,1,1,0,1
758,65,80086,110,0,4,69,0,3,0,0,0,0,0,1,0,1
365,41,22780,86,0,5,69,1,3,0,0,0,0,1,0,0,1
856,68,64950,110,0,5,85,0,3,1,0,0,1,0,1,0,1
1208,70,87000,110,0,4,69,1,3,0,0,0,0,0,0,0,1
1432,72,19000,86,0,3,69,0,3,0,0,0,0,1,0,0,1
565,54,37000,97,0,3,69,1,3,0,0,1,0,0,1,0,1
249,42,55400,110,0,5,85,1,3,0,0,1,0,0,1,0,1
476,54,63792,110,0,5,85,0,3,1,0,0,1,0,0,0,1
781,67,76569,86,0,3,69,0,3,1,0,0,1,0,0,0,1
454,50,72242,110,1,3,85,1,3,0,0,0,1,0,0,0,1
1299,72,71054,86,1,3,69,0,6,0,0,0,0,0,0,0,1
1107,77,121545,110,0,5,85,0,3,0,0,0,0,0,1,0,1
230,44,63451,97,0,3,69,1,3,0,0,0,0,0,0,0,1
652,63,115000,110,0,3,197,0,6,1,0,0,1,0,1,0,0
70,28,29206,97,0,5,85,1,3,1,0,1,1,1,0,0,1
610,68,155720,86,0,3,69,0,3,0,0,0,1,1,1,0,1
1378,79,56214,86,0,3,69,0,6,0,0,0,1,0,0,0,1
1339,80,63266,110,0,4,69,1,3,1,0,0,0,0,0,0,1
1392,79,49827,86,0,5,69,0,3,0,0,0,1,0,0,0,1
410,50,99865,110,0,4,69,0,3,0,0,0,0,0,0,0,1
1325,80,66168,86,0,3,69,1,3,0,0,0,0,0,0,0,1
1151,78,100487,110,0,4,69,1,3,1,0,0,1,0,0,0,1
338,43,30742,110,0,3,69,1,3,1,0,1,1,0,0,0,1
1025,65,31588,86,0,3,69,1,3,0,0,0,0,0,0,0,1
43,27,110404,90,0,5,234,1,3,1,0,0,1,1,0,1,0
539,52,46449,110,0,4,69,1,3,1,0,1,1,0,1,0,1
601,50,1,90,0,3,64,0,3,1,0,0,1,0,1,1,0
965,67,49585,110,0,5,85,1,3,0,0,0,0,0,1,0,1
1289,78,72090,110,0,5,85,1,3,0,0,0,0,0,1,0,1
171,8,11000,110,0,5,85,0,24,0,0,0,1,0,0,0,1
417,54,96100,110,0,5,85,1,3,1,0,0,1,0,0,0,1
837,67,67110,86,0,5,69,0,3,0,0,0,0,0,1,0,1
1200,74,88700,110,0,3,69,0,3,0,0,0,0,1,0,0,1
806,58,72928,110,0,5,85,1,3,1,0,0,1,0,0,0,1
882,68,61504,110,0,4,69,1,12,0,0,0,1,0,1,0,1
1341,80,62581,110,0,5,85,0,3,0,0,0,1,0,0,0,1
637,59,121626,86,0,5,69,0,3,0,0,0,0,1,0,0,1
423,48,89049,97,0,5,85,0,12,1,0,0,0,0,0,0,1
727,59,86888,110,0,3,69,0,3,1,0,0,0,1,0,0,1
967,61,49000,110,0,3,69,0,3,1,0,0,0,0,0,0,1
376,39,12000,110,0,5,85,0,12,0,0,0,0,0,0,0,1
524,51,49473,110,0,3,85,1,3,1,0,0,1,0,0,0,1
438,55,77780,110,0,3,69,0,3,0,0,0,0,0,1,0,1
1241,71,82000,110,0,5,85,0,3,1,0,0,1,0,0,0,1
150,20,17300,97,0,5,85,1,3,1,0,1,1,1,0,0,1
1435,76,1,110,0,5,19,0,3,0,0,0,0,0,0,0,1
1304,73,70482,110,0,5,19,0,3,0,0,0,0,0,0,0,1
981,57,45000,110,0,3,69,0,6,0,0,0,0,0,0,0,1
954,61,52112,110,0,4,69,0,6,1,0,0,1,0,1,0,1
1295,80,71500,110,0,4,69,0,3,0,0,0,0,0,1,0,1
143,16,20629,110,0,4,85,1,3,1,0,1,1,1,0,0,1
717,64,89145,86,0,3,69,0,3,1,0,1,1,1,0,0,1
526,48,49417,110,0,3,69,1,3,1,0,0,1,0,0,0,1
583,46,30806,97,0,5,85,1,3,0,0,0,0,0,0,0,1
975,65,47014,86,0,3,69,0,3,0,0,0,0,0,0,0,1
566,55,36406,110,0,4,69,1,3,1,0,0,1,0,0,0,1
440,54,77270,110,0,4,69,1,3,1,0,1,1,0,0,0,1
1155,73,99971,110,0,3,69,0,3,1,0,0,1,1,0,0,1
174,8,9788,110,0,5,85,1,3,1,1,1,1,1,1,0,1
1216,70,85864,72,0,5,185,0,3,1,0,0,1,1,1,1,0
123,20,39115,110,0,5,85,1,3,1,1,1,1,1,1,0,1
138,11,25000,116,0,5,64,0,3,1,0,1,1,0,0,1,0
879,62,61930,110,0,4,69,1,3,0,0,0,1,0,0,0,1
1075,75,146197,86,0,3,69,0,3,0,0,0,0,1,0,0,1
732,60,85000,86,0,3,69,1,3,1,0,1,1,1,0,0,1
624,67,135337,110,0,5,197,0,3,1,0,1,1,0,0,0,0
784,61,75609,86,0,3,69,1,3,0,0,0,0,0,0,0,1
182,2,225,97,0,5,85,1,3,1,0,1,1,1,0,0,1
617,59,144521,72,0,5,64,0,3,0,0,0,0,0,0,1,0
690,64,98291,86,0,4,69,0,12,0,0,0,1,0,0,0,1
1262,72,75525,110,0,3,19,0,6,0,0,0,1,0,0,0,1
240,38,58798,110,0,5,85,1,3,0,0,0,0,0,0,0,1
458,50,70440,69,0,3,185,0,6,0,0,0,1,0,0,1,0
681,68,101889,110,0,5,85,1,3,1,0,0,1,0,0,0,1
465,55,68520,72,0,3,185,1,3,0,0,1,0,0,0,1,0
1187,75,91082,110,0,3,69,1,3,0,0,0,0,0,1,0,1
1191,78,90011,86,1,3,69,1,3,0,0,0,0,1,0,0,1
145,16,20105,97,0,5,85,1,3,0,0,0,1,1,0,0,1
